id,created_at,user_id,content,attachment_base,attachment_extension,title,name
41745997,1629856930,D05ynPt,此时没有更团的lsp团团主：( ›´ω`‹ )7,,,,
41746006,1629856945,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41745963</font><br />
那早上七点拉八点醒……( ﾟ∀。)",,,,
41746023,1629856989,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41745990</font><br />
( ﾟ∀。)原来已经快过年了吗",,,,
41746030,1629857018,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41745997</font><br />
是真的，你就是lsp( ﾟ∀。)σ",,,,
41746033,1629857026,FepRuGD,( ›´ω`‹ ),,,,
41746057,1629857111,FepRuGD,( ›´ω`‹ )是真的，天狗团团主以前就是天狗,,,,
41746092,1629857207,QrUeSNb,( ﾟ∀。)是真的，牛郎团主就是牛郎,,,,
41746121,1629857285,5MAQJtW,( ﾟ∀。)有没有人开一个复读团,,,,
41746134,1629857311,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41746121</font><br />
( ﾟ∀。)什么形式？",,,,
41746153,1629857347,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41746134</font><br />
( ﾟ∀。)什么形式？",,,,
41746167,1629857369,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41746121</font><br />
( ﾟ∀。)什么形式？",,,,
41746169,1629857372,FuZhkPI,卧底团再来两人就开了啊，有没有pl?,,,,
41746174,1629857380,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746121</font><br />
( ﾟ∀。)什么形式？",,,,
41746197,1629857428,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41746121</font><br />
有过类似想法，后来感觉没什么意思",,,,
41746237,1629857503,FuZhkPI,"<font color=""#789922"">&gt;&gt;No.41746121</font><br />
( ﾟ∀。)什么形式？",,,,
41746238,1629857508,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41746169</font><br />
( ﾟ∀。)猫鸣也差两人",,,,
41746239,1629857510,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41746197</font><br />
当时设计了一个聚言成真的机制，后来发现除了刷回复外没啥有趣的地方了",,,,
41746245,1629857523,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746197</font><br />
确实( ´_ゝ`)<br />
但是复读好好玩哦( ﾟ∀。)",,,,
41746279,1629857597,FPI6J03,"※今日迷思<br />
如何设计才能让pl感觉到集体团结感？",,,,
41746319,1629857665,FuZhkPI,"<font color=""#789922"">&gt;&gt;No.41746279</font>",,,,
41746333,1629857683,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41746279</font><br />
答案依旧是pua让玩家心甘情愿当狗",,,,
41746334,1629857684,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41746279</font>",,,,
41746343,1629857704,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41746333</font><br />
( ﾟ∀。)7？？？",,,,
41746358,1629857725,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746279</font><br />
造一个敌人，或者养一个女儿？",,,,
41746370,1629857755,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746333</font><br />
草，还真是( ﾟ∀。)<br />
要么pua，要么干就完了",,,,
41746376,1629857764,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41746358</font><br />
共同的目标并不意味着会团结",,,,
41746401,1629857798,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41746279</font><br />
答案是营造出看（大部分）本子评论区的和谐氛围",,,,
41746417,1629857836,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41746401</font><br />
( ﾟ∀。)一点共通的隐密",,,,
41746418,1629857836,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746376</font><br />
会再度分化，在各自阵营内达成团结( ﾟ∀。)",,,,
41746439,1629857888,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746418</font><br />
这时候“对方玩家群体”本身就是外部压力了",,,,
41746447,1629857900,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41746418</font><br />
那就看如何定义团结了",,,,
41746450,1629857901,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41746417</font><br />
这不是最主要的，最主要的是让大家都忙着( ´ρ`)和gkd没时间吵架( ﾟ∀。)",,,,
41746460,1629857924,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41746418</font><br />
但是会和对面阵营真人快打( ﾟ∀。)",,,,
41746469,1629857956,24DqtiH,其实不一定要团结啊，我最喜欢看玩家吵架了,,,,
41746499,1629858019,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746460</font><br />
有阵营+有分歧＝会吵架( ﾟ∀。)",,,,
41746518,1629858064,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41746499</font><br />
更甚者就是小圈子咯。",,,,
41746560,1629858142,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746518</font><br />
阿巴阿巴，会吗( ﾟ∀。)<br />
不至于吧",,,,
41746587,1629858199,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41746560</font><br />
:D玩笑而已",,,,
41746600,1629858228,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746587</font><br />
那就好(　ﾟ 3ﾟ)",,,,
41746603,1629858230,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41746469</font><br />
一万回吵五千回怎么说( ﾟ∀。)",,,,
41746655,1629858314,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41746532</font><br />
<font color=""#789922"">&gt;&gt;No.41746584</font><br />
……这是什么小说( ﾟ∀。)",,,,
41746669,1629858341,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746603</font><br />
很有魅力( ﾟ∀。)",,,,
41746672,1629858349,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41746603</font><br />
吵的时候就摸鱼看乐子，等吵完了或者想更了的时候就出来各打五十大板然后r个点决定剧情走向",,,,
41746677,1629858358,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41746655</font><br />
……我觉得可以直接拿诺贝尔文学奖连拿十年( ﾟ∀。)",,,,
41746686,1629858397,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41746655</font><br />
快去内鬼串发言( ﾟ∀。)",,,,
41747244,1629859421,9cCVW2z,或将成为第一本获得诺贝尔奖提名的晋江文学･ﾟ( ﾉヮ´ ),,,,
41747488,1629859839,FKxbfrY,"陷入沉思……<br />
说的没错，我是邪神( ﾟ∀。)",,,,
41747489,1629859846,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41747455</font><br />
……这到底是什么小说。<br />
我受不了了，能不能为它开个吐槽串( ﾟ∀。)",,,,
41747549,1629859959,iTfcUW7,"<font color=""#789922"">&gt;&gt;No.41747488</font><br />
没错( ﾟ∀。)你就是血神 乐子神就是你",,,,
41747569,1629860006,9QdB5P4,"<font color=""#789922"">&gt;&gt;No.41747489</font><br />
一万回吵五千回的团成了･ﾟ( ﾉヮ´ )",,,,
41747614,1629860087,l8XxAn5,"<font color=""#789922"">&gt;&gt;No.41747489</font><br />
( ﾟ∀。)7”",,,,
41747642,1629860134,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41747489</font><br />
目前看是表面上是垃圾网文，解码之后是不朽名著･ﾟ( ﾉヮ´ )",,,,
41747658,1629860155,l8XxAn5,( ﾟ∀。)9我得把它圆在合理线里,,,,
41747751,1629860309,dze6hqv,草，笑疯了･ﾟ( ﾉヮ´ ),,,,
41747775,1629860364,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41747658</font><br />
( ﾟ∀。)9快点圆",,,,
41747890,1629860563,lu6WzPM,･ﾟ( ﾉヮ´ )草，味太冲了,,,,
41747909,1629860603,ylDX2OE,说不定真能写出来，等待( ` ・´)人,,,,
41747945,1629860655,sIahNDZ,･ﾟ( ﾉヮ´ )绝了，这什么小说啊,,,,
41747949,1629860676,24DqtiH,破案了，这小说一个人看一个样,,,,
41747956,1629860694,ylDX2OE,"<font color=""#789922"">&gt;&gt;No.34730120</font><br />
<font color=""#789922"">&gt;&gt;No.35755447</font><br />
伪造跑团串(｀･ω･)",,,,
41748007,1629860790,uTxTpQy,･ﾟ( ﾉヮ´ )太有趣了，这本书千人千面，每个人看的页码不同内容也不同,,,,
41748032,1629860842,9QdB5P4,四次元小说,,,,
41748035,1629860851,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41748007</font><br />
对，明明前面发言应该是有哲学内涵的综漫耽美武侠，后面就已经缝合得稀碎了･ﾟ( ﾉヮ´ )",,,,
41748038,1629860864,5MAQJtW,"所有人随意口胡，然后po来圆<br />
有点意思，新式混沌团( ﾟ∀。)",,,,
41748054,1629860894,UeeuM0Y,什么梦魇融合小说啊･ﾟ( ﾉヮ´ )你别说好像真的有点离谱。,,,,
41748073,1629860921,mDbVXvR,･ﾟ( ﾉヮ´ )太乐了太乐了,,,,
41748134,1629861031,mDbVXvR,什么五本三连出融合巨怪･ﾟ( ﾉヮ´ ),,,,
41748141,1629861047,9QdB5P4,武侠小说一转多元宇宙缝合怪,,,,
41748167,1629861105,UeeuM0Y,"<font color=""#789922"">&gt;&gt;No.41746279</font><br />
答：和pl们脑回路对上（bushi）<br />
<br />
我觉得吧……设计一个有魅力的角色或者给一个积极意味上的目标这样的？",,,,
41748183,1629861132,UeeuM0Y,"<font color=""#789922"">&gt;&gt;No.41748134</font><br />
选那个tag，你就获得了一个三连･ﾟ( ﾉヮ´ )",,,,
41748341,1629861414,l8XxAn5,( ﾟ∀。)我想看这本书,,,,
41748393,1629861489,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41748341</font><br />
( ﾟ∀。)这本书是人能写出来的吗",,,,
41748414,1629861514,FuZhkPI,//dze看到回来一下啊,,,,
41748424,1629861534,4KFoBuO,"<font color=""#789922"">&gt;&gt;No.41748341</font><br />
我也想看( ﾟ∀。)",,,,
41748436,1629861550,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41748341</font><br />
我也想看( ﾟ∀。)",,,,
41748463,1629861592,9QdB5P4,"<font color=""#789922"">&gt;&gt;No.41748393</font>",,,,
41748485,1629861637,SPSiyKY,( ﾟ∀。),,,,
41748487,1629861642,lu6WzPM,( ﾟ∀。)如果去掉不同文字语言和正反看会有不同效果的话应该能写出来,,,,
41748508,1629861672,uTxTpQy,･ﾟ( ﾉヮ´ )这本书到底缝了多少哈哈哈哈,,,,
41748591,1629861792,vmEpdGG,"<font color=""#789922"">&gt;&gt;No.41748487</font><br />
( ﾟ∀。)不一定，王二都能从春宫图里解读出费马猜想（是这个内容吧记不清了）",,,,
41748595,1629861795,lu6WzPM,！( ﾟ∀。)，我想起来了！这本书是不是叫异天途,,,,
41748616,1629861831,mDbVXvR,"<font color=""#789922"">&gt;&gt;No.41748595</font><br />
草･ﾟ( ﾉヮ´ )",,,,
41748637,1629861855,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41748595</font><br />
不是叫一言诺吗( ﾟ∀。)",,,,
41748687,1629861958,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41748591</font><br />
( ﾟ∀。)不，他是从李靖的经历里解读出来的，因为是靖公先解读出来费马定理",,,,
41748738,1629862047,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41748637</font><br />
( ﾟ∀。)兄啊，这就是真的网上能搜到的异天途本书",2021-08-25/6125b89ba3a3d,.png,,
41748760,1629862088,vmEpdGG,"<font color=""#789922"">&gt;&gt;No.41748687</font><br />
( ﾟ∀。)肥哥我是真的在说王小波一部作品里的内容",,,,
41748765,1629862106,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41748738</font><br />
( ﾟ∀。)看懂了可以升仙哦～",,,,
41748784,1629862152,uTxTpQy,(　д ) ﾟ ﾟ卧槽？？,,,,
41748802,1629862187,MpMn8NU,"<font color=""#789922"">&gt;&gt;No.41745841</font><br />
是真的，俺就是不到十五岁就穿越的jc美少女！( ﾟ∀。)7",,,,
41748831,1629862231,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41748738</font><br />
 (　д )<br />
<br />
 ﾟ ﾟ",,,,
41748854,1629862267,dze6hqv,我想了半天，没活了( ﾟ∀。)7”,,,,
41748857,1629862278,olA3DX6,"<font color=""#789922"">&gt;&gt;No.41748760</font><br />
( ﾟ∀。)7”<br />
李靖不也是吗",,,,
41748874,1629862304,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41748760</font><br />
( ﾟ∀。)我记得是红拂夜奔，不过是完整的那个版本",,,,
41748927,1629862381,vmEpdGG,"<font color=""#789922"">&gt;&gt;No.41748874</font><br />
( ﾟ∀。)7那可能看的版本不一样吧我不记得有李靖……",,,,
41748946,1629862410,dze6hqv,草，谁把冒也缝进去了･ﾟ( ﾉヮ´ ),,,,
41749020,1629862533,mDbVXvR,( ﾟ∀。),,,,
41749245,1629862895,mDbVXvR,"<font color=""#789922"">&gt;&gt;No.41747956</font><br />
( ﾟ∀。)b………",,,,
41749277,1629862944,4KFoBuO,"<font color=""#789922"">&gt;&gt;No.41749247</font><br />
( ﾟ∀。)b",,,,
41749286,1629862967,mDbVXvR,"<font color=""#789922"">&gt;&gt;No.41749277</font><br />
( ﾟ∀。)我想看看这本书.jpg",,,,
41749301,1629862985,l8XxAn5,"<font color=""#789922"">&gt;&gt;No.41749277</font><br />
( ﾟ∀。)b",,,,
41749308,1629862999,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41749277</font><br />
( ﾟ∀。)我想看看这本书.jpg",,,,
41749317,1629863021,sIahNDZ,"<font color=""#789922"">&gt;&gt;No.41749277</font><br />
( ﾟ∀。)b",,,,
41749396,1629863127,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41749245</font><br />
( ﾟ∀。)b",,,,
41749425,1629863185,lu6WzPM,( ﾟ∀。)想不出活好整了,,,,
41749468,1629863249,l8XxAn5,"<font color=""#789922"">&gt;&gt;No.41749425</font><br />
(｀･ω･)该结团了",,,,
41749470,1629863250,4KFoBuO,"<font color=""#789922"">&gt;&gt;No.41749425</font><br />
和我一起来倾倒致癌物怎么样( ﾟ∀。)？",,,,
41749481,1629863266,4KFoBuO,"<font color=""#789922"">&gt;&gt;No.41749468</font><br />
这团居然能结团( ﾟ∀。)",,,,
41749502,1629863310,l8XxAn5,"<font color=""#789922"">&gt;&gt;No.41749481</font><br />
(｀･ω･)因为书快完结了",,,,
41749513,1629863331,vmEpdGG,"<font color=""#789922"">&gt;&gt;No.41749481</font><br />
( ﾟ∀。)因为涉及五位数腰斩",,,,
41749530,1629863359,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41749468</font><br />
( ﾟ∀。)7我觉得是那作者准备鸽了",,,,
41749551,1629863404,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41749530</font><br />
( ›´ω`‹ )又引用错了",,,,
41749552,1629863407,mDbVXvR,"( ﾟ∀。)7”<br />
[h] 这么nb的书可以在哪个宇宙看到呢？ [/h]",,,,
41749555,1629863416,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41749530</font><br />
我觉得是那位作者打算钓鱼( ﾟ∀。)",,,,
41749694,1629863726,4KFoBuO,《千古奇书》( ﾟ∀。),,,,
41749716,1629863782,4KFoBuO,"<font color=""#789922"">&gt;&gt;No.41747721</font><br />
话说这本奇书叫什么名字( ﾟ∀。)σ",,,,
41749733,1629863820,l8XxAn5,"<font color=""#789922"">&gt;&gt;No.41749716</font><br />
(｀･ω･)等到结团时公布",,,,
41749774,1629863882,vmEpdGG,"<font color=""#789922"">&gt;&gt;No.41749733</font><br />
( ﾟ∀。)哦，原来叫这个呀",,,,
41749782,1629863905,4KFoBuO,"<font color=""#789922"">&gt;&gt;No.41749733</font><br />
加油( ﾟ∀。)b",,,,
41749849,1629864034,sIahNDZ,"<font color=""#789922"">&gt;&gt;No.41749774</font><br />
･ﾟ( ﾉヮ´ )艹",,,,
41749860,1629864057,uTxTpQy,( ﾟ∀。)7扑朔迷离起来了,,,,
41749910,1629864157,sIahNDZ,"( ﾟ∀。)7 尝试融梗RM<br />
･ﾟ( ﾉヮ´ )果然还是倾倒致癌物和嘴臭比较好玩",,,,
41749938,1629864208,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41749910</font><br />
我觉得目前挺圆的( ﾟ∀。)<br />
看起来是融合怪网文其实是加密文书･ﾟ( ﾉヮ´ ) ",,,,
41749984,1629864268,FPI6J03,( ﾟ∀。),,,,
41749996,1629864288,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41749938</font><br />
这个加密文书还可以直接转译成3a游戏( ﾟ∀。)",,,,
41750004,1629864305,vmEpdGG,"<font color=""#789922"">&gt;&gt;No.41749938</font><br />
( ﾟ∀。)超强加密",,,,
41750017,1629864331,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41749996</font><br />
･ﾟ( ﾉヮ´ )我估计po本来想写，看到这里就知道肯定写不了了",,,,
41750193,1629864598,dze6hqv,( ﾟ∀。),,,,
41750411,1629864937,dze6hqv,话说这个团完结之后怎么没人说感想了( ﾟ∀。)7”,,,,
41750412,1629864937,FPI6J03,"※【■■■■】<br />
将下串中的书成功写出<br />
<font color=""#789922"">&gt;&gt;No.41750263</font>",,,,
41750434,1629864962,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41750412</font><br />
这是不可能达成的成就吧･ﾟ( ﾉヮ´ )",,,,
41750440,1629864968,vmEpdGG,"<font color=""#789922"">&gt;&gt;No.41750411</font><br />
xxxxxxxxxxxx",,,,
41750475,1629865030,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41750434</font><br />
色孽祂老人家可能能试一下･ﾟ( ﾉヮ´ )",,,,
41750488,1629865046,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41750412</font><br />
( ﾟ∀。)可以去掉多语言，反转文字多意和3A大作代码部分吗？",,,,
41750491,1629865049,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41750434</font><br />
( ﾟ∀。)对，但要抱着希望，我要补充个栏目【成就榜】时刻等着",,,,
41750508,1629865074,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41750488</font><br />
( ﾟ∀。)不可以",,,,
41750526,1629865104,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41750488</font><br />
写一本表面上是垃圾网文实际上全篇都是密码的已经很有挑战性了･ﾟ( ﾉヮ´ )",,,,
41750530,1629865110,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41750508</font><br />
( ﾟ∀。)那要真写出来的人岂不是仙人",,,,
41750566,1629865152,uTxTpQy,･ﾟ( ﾉヮ´ )未来ai可以一试,,,,
41750568,1629865155,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41750530</font><br />
( ﾟ∀。)9要来就来原汁原味的",,,,
41750569,1629865159,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41750491</font><br />
( ﾟ∀。)首先，中国要有一个能当排面的5A大作",,,,
41750574,1629865167,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41750491</font><br />
( ﾟ∀。)不，应该是【挑战】",,,,
41750580,1629865175,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41750569</font><br />
呸，3A( ﾟ∀。)",,,,
41750593,1629865195,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41750530</font><br />
( ﾟ∀。)我觉得写出来的肯定不是人",,,,
41750607,1629865224,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41750574</font><br />
( ﾟ∀。)不，应该是【奇迹】",,,,
41750617,1629865234,uTxTpQy,"<font color=""#789922"">&gt;&gt;No.41750580</font><br />
σ`∀´)5a是要当景区吗哈哈哈哈",,,,
41750652,1629865296,FPI6J03,"◆跑团挑战榜<br />
※本榜接收投稿<br />
<br />
※【■■■■】<br />
※难度/不可能<br />
将下串中的书成功写出<br />
<font color=""#789922"">&gt;&gt;No.41750263</font>",,,,
41750661,1629865309,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41750617</font><br />
这本书肯定能通过拼贴组成有假山和河流池塘等等的园林的样子吧\( ﾟ∀。)/",,,,
41750677,1629865335,uTxTpQy,"･ﾟ( ﾉヮ´ )好家伙还是本互动绘本<font color=""#789922"">&gt;&gt;No.41750661</font>",,,,
41750686,1629865343,FPI6J03,( ﾟ∀。)9我又完结了一个团,,,,
41750701,1629865376,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41750686</font><br />
( ﾟ∀。)可喜可贺可喜可贺",,,,
41750728,1629865410,uTxTpQy,"( ﾟ∀。)最近的挑战榜，我觉得可以加个把yjt的武侠团跑通关<br />
感觉能过但困难重重的感觉",,,,
41750737,1629865424,dze6hqv,"投稿：<br />
※【大脑开源】<br />
※难度/困难<br />
用以下思路或者符合大脑开源描述的思路开团跑完。<br />
<font color=""#789922"">&gt;&gt;No.41738419</font><br />
<font color=""#789922"">&gt;&gt;No.41738656</font>",,,,
41750749,1629865445,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41750652</font><br />
( ﾟ∀。)来写点可能完成的挑战吧",,,,
41750754,1629865459,9QdB5P4,"<font color=""#789922"">&gt;&gt;No.41750686</font><br />
虽然我一直( ﾟ∀。)，但还是举高高(ノﾟ∀ﾟ)ノ",,,,
41750774,1629865496,FPI6J03,"◆跑团挑战榜<br />
※本榜接收投稿<br />
<br />
※【■■■■】<br />
※难度/不可能<br />
将下串中的书成功写出<br />
<font color=""#789922"">&gt;&gt;No.41750263</font><br />
<br />
※【大脑开源】<br />
※难度/困难<br />
用以下思路或者符合大脑开源描述的思路开团跑完。<br />
<font color=""#789922"">&gt;&gt;No.41738419</font><br />
<font color=""#789922"">&gt;&gt;No.41738656</font>",,,,
41750801,1629865539,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41750728</font><br />
( ﾟ∀。)来写",,,,
41750828,1629865574,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41750749</font><br />
( ﾟ∀。)/真正的真人跑团！肥哥们用混沌roll点决定团主做什么，团主必须真的去做，难度按该团持续时间决定。",,,,
41750832,1629865577,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41750728</font><br />
这不得问yjt吗( ﾟ∀。)",,,,
41750863,1629865620,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41750828</font><br />
会出乱子的，团版甚至可能上社会新闻( ﾟ∀。)",,,,
41750870,1629865628,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41750828</font><br />
名称与难度？",,,,
41750871,1629865628,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41750828</font><br />
容易碎饼，以及不要太相信人群",,,,
41750887,1629865651,ylDX2OE,"<font color=""#789922"">&gt;&gt;No.41750828</font><br />
听起来就很不妙吧",,,,
41750902,1629865672,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41750863</font><br />
( ﾟ∀。)肥哥们混沌也不至于那么混沌吧，会出事的行为团主当然直接拒绝啊",,,,
41750931,1629865717,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41750828</font><br />
( ﾟ∀。)永远不要把肆意妄为的刀交给群众手中",,,,
41750951,1629865746,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41750902</font><br />
那大概不会有什么人玩的。",,,,
41750953,1629865750,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41750902</font><br />
这个不适合当挑战",,,,
41750965,1629865766,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41750931</font><br />
除非你能反过来捅他们。",,,,
41750966,1629865767,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41750774</font><br />
( ﾟ∀。)来",,,,
41750977,1629865780,s3Ram05,"<font color=""#789922"">&gt;&gt;No.41750902</font><br />
不要去挑战群众的道德下限与勇敢",,,,
41750984,1629865789,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41750902</font><br />
( ﾟ∀。)这样的话综一不是有一个差不多的，上一个指定下一个去干一件事",,,,
41750993,1629865795,lu6WzPM,"投稿<br />
※【真正的真人跑团】<br />
※难度/随时间而定<br />
肥哥们用混沌roll点决定团主做什么，团主必须真的去做。 ",,,,
41751003,1629865804,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41750902</font><br />
但是“会出事”的界限在哪里？<br />
去街上强吻路人算吗？在绿化带里小便算吗？打手冲二十次算吗？买几束花发给路口的每一个人算吗？<br />
这在混沌的限度里算是轻的。<br />
如果这些都不允许，那么其实这也不是混沌团。",,,,
41751017,1629865833,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41750993</font><br />
( ﾟ∀。)不接受",,,,
41751020,1629865838,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41750984</font><br />
( ﾟ∀。)对啊，所以我觉得应该不至于多离谱吧",,,,
41751035,1629865860,uTxTpQy,"投稿：<br />
※【yjt武侠团通关】<br />
※难度/困难<br />
<br />
( ﾟ∀。)让yjt武侠团主角活到该团最终boss面前，并且通关。<br />
<br />
注意：参与决策讨论时请不要超游讨论，否则将会使团难度大幅上升。<br />
<font color=""#789922"">&gt;&gt;No.41719679</font>",,,,
41751058,1629865891,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41751020</font><br />
这样的团趣味性在哪？( ﾟ∀。)",,,,
41751059,1629865894,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41751020</font><br />
最近开了个完全自由的团，然后我就对玩家们的“恶”有了更明晰的概念",,,,
41751067,1629865903,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41751020</font><br />
那是综一一对一的要求，这是一群人收拾一个人( ﾟ∀。)<br />
而且团版的混沌……混沌度真的都很高的。",,,,
41751079,1629865914,s3Ram05,"<font color=""#789922"">&gt;&gt;No.41751020</font><br />
<font color=""#789922"">&gt;&gt;No.41751020</font><br />
<br />
不要以任何方式和任何想法去挑战群众的所谓“道德”的下限和勇敢<br />
恶是完全存在的",,,,
41751083,1629865919,uTxTpQy,"( ﾟ∀。)主要看决策跟骰娘，重点是骰娘<font color=""#789922"">&gt;&gt;No.41750832</font>",,,,
41751120,1629865969,FPI6J03,"◆跑团挑战榜<br />
※本榜接收投稿<br />
<br />
&gt;※【■■■■】<br />
※难度/不可能<br />
将下串中的书成功写出<br />
<font color=""#789922"">&gt;&gt;No.41750263</font><br />
<br />
&gt;※【大脑开源】<br />
※难度/困难<br />
用以下思路或者符合大脑开源描述的思路开团跑完。<br />
<font color=""#789922"">&gt;&gt;No.41738419</font><br />
<font color=""#789922"">&gt;&gt;No.41738656</font><br />
<br />
&gt;※【yjt武侠团通关】<br />
※难度/困难<br />
( ﾟ∀。)让yjt武侠团主角活到该团最终boss面前，并且通关。<br />
注意：参与决策讨论时请不要超游讨论，否则将会使团难度大幅上升。<br />
<font color=""#789922"">&gt;&gt;No.41719679</font>",,,,
41751121,1629865970,24DqtiH,"<font color=""#789922"">&gt;&gt;No.41751079</font><br />
群众哪有道德啊，何况在这个用来游戏的版块里",,,,
41751166,1629866036,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41751079</font><br />
( ﾟ∀。)道德规范只在特定情况存在，一旦主动放弃",,,,
41751229,1629866129,9QdB5P4,"投稿<br />
※【流水线跑团机器】<br />
※难度/困难<br />
一日内一万回复",,,,
41751277,1629866214,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41751229</font><br />
我觉得这个难度应该算“极难”“地狱”或者“不可能”( ﾟ∀。)σ",,,,
